Geo,Price_Index,Year,Quarter
IT,98.5,2019,Q4
IT,99.4,2020,Q1
IT,102.4,2020,Q2
IT,99.8,2020,Q3
IT,100,2020,Q4
IT,101.1,2021,Q1
IT,102.8,2021,Q2
IT,103.9,2021,Q3
IT,104,2021,Q4
IT,105.7,2022,Q1
IT,108.1,2022,Q2
IT,106.9,2022,Q3
IT,106.9,2022,Q4
LT,86.6,2006,Q1
LT,87.4,2006,Q2
LT,96.21,2006,Q3
LT,106.78,2006,Q4
LT,111.26,2007,Q1
LT,115.87,2007,Q2
LT,123.42,2007,Q3
LT,125.67,2007,Q4
LT,129.9,2008,Q1
LT,134.49,2008,Q2
LT,132.09,2008,Q3
LT,122.54,2008,Q4
LT,97.97,2009,Q1
LT,92.79,2009,Q2
LT,88.52,2009,Q3
LT,84.41,2009,Q4
LT,82.75,2010,Q1
LT,84.57,2010,Q2
LT,83.94,2010,Q3
LT,85.55,2010,Q4
LT,89.2,2011,Q1
LT,89.88,2011,Q2
LT,89.67,2011,Q3
LT,90.31,2011,Q4
LT,89.99,2012,Q1
LT,89.05,2012,Q2
LT,89.94,2012,Q3
LT,89.25,2012,Q4
LT,89.86,2013,Q1
LT,91.2,2013,Q2
LT,89.6,2013,Q3
LT,91.92,2013,Q4
LT,93.33,2014,Q1
LT,97.11,2014,Q2
LT,98.68,2014,Q3
LT,96.76,2014,Q4
LT,97.49,2015,Q1
LT,100.49,2015,Q2
LT,102.07,2015,Q3
LT,99.95,2015,Q4
LT,100.78,2016,Q1
LT,103.91,2016,Q2
LT,107.48,2016,Q3
LT,109.43,2016,Q4
LT,111.07,2017,Q1
LT,114.52,2017,Q2
LT,116.66,2017,Q3
LT,116.94,2017,Q4
LT,119.78,2018,Q1
LT,123,2018,Q2
LT,124.35,2018,Q3
LT,125.59,2018,Q4
LT,129.2,2019,Q1
LT,131.11,2019,Q2
LT,132.36,2019,Q3
LT,133.77,2019,Q4
LT,137.26,2020,Q1
LT,140.25,2020,Q2
LT,140.85,2020,Q3
LT,146.35,2020,Q4
LT,153.69,2021,Q1
LT,158.87,2021,Q2
LT,167.44,2021,Q3
LT,175.36,2021,Q4
LT,183.12,2022,Q1
LT,193.91,2022,Q2
LT,199.7,2022,Q3
LT,203.46,2022,Q4
LU,72.67,2007,Q1
LU,73.16,2007,Q2
LU,76.13,2007,Q3
LU,75.72,2007,Q4
LU,75.38,2008,Q1
LU,77.55,2008,Q2
LU,77.27,2008,Q3
LU,77.43,2008,Q4
LU,75.58,2009,Q1
LU,76.05,2009,Q2
LU,75.36,2009,Q3
LU,77.09,2009,Q4
LU,80.09,2010,Q1
LU,78.99,2010,Q2
LU,80.2,2010,Q3
LU,81.28,2010,Q4
LU,80.93,2011,Q1
LU,82.88,2011,Q2
LU,82.87,2011,Q3
LU,85.67,2011,Q4
LU,84.6,2012,Q1
LU,86.26,2012,Q2
LU,86.49,2012,Q3
LU,88.96,2012,Q4
LU,89.16,2013,Q1
LU,90.27,2013,Q2
LU,91.4,2013,Q3
LU,92.74,2013,Q4
LU,91.36,2014,Q1
LU,94.72,2014,Q2
LU,95.98,2014,Q3
LU,97.45,2014,Q4
LU,97.8,2015,Q1
LU,99.87,2015,Q2
LU,101.27,2015,Q3
LU,101.06,2015,Q4
LU,102.64,2016,Q1
LU,105.44,2016,Q2
LU,107.02,2016,Q3
LU,108.92,2016,Q4
LU,109.84,2017,Q1
LU,112.21,2017,Q2
LU,112.28,2017,Q3
LU,113.5,2017,Q4
LU,116.84,2018,Q1
LU,117.9,2018,Q2
LU,120.78,2018,Q3
LU,123.92,2018,Q4
LU,125,2019,Q1
LU,131.35,2019,Q2
LU,134.41,2019,Q3
LU,137.19,2019,Q4
LU,142.67,2020,Q1
LU,148.74,2020,Q2
LU,152.97,2020,Q3
LU,160.08,2020,Q4
LU,167.17,2021,Q1
LU,168.74,2021,Q2
LU,173.22,2021,Q3
LU,179.48,2021,Q4
LU,184.34,2022,Q1
LU,188.4,2022,Q2
LU,192.3,2022,Q3
LU,189.53,2022,Q4
LV,89.95,2006,Q1
LV,99.22,2006,Q2
LV,109.54,2006,Q3
LV,119.19,2006,Q4
LV,134.59,2007,Q1
LV,138.58,2007,Q2
LV,149.52,2007,Q3
LV,146.78,2007,Q4
LV,157.05,2008,Q1
LV,154.19,2008,Q2
LV,143.82,2008,Q3
LV,120.71,2008,Q4
LV,98.98,2009,Q1
LV,89.04,2009,Q2
LV,87.6,2009,Q3
LV,85.34,2009,Q4
LV,78.52,2010,Q1
LV,78.8,2010,Q2
LV,80.83,2010,Q3
LV,83.25,2010,Q4
LV,86.98,2011,Q1
LV,88.51,2011,Q2
LV,91.36,2011,Q3
LV,88.05,2011,Q4
LV,89.22,2012,Q1
LV,90.28,2012,Q2
LV,92.54,2012,Q3
LV,93.41,2012,Q4
LV,93.52,2013,Q1
LV,97.37,2013,Q2
LV,98.52,2013,Q3
LV,101.08,2013,Q4
LV,103.39,2014,Q1
LV,104.9,2014,Q2
LV,109.04,2014,Q3
LV,96.57,2014,Q4
LV,96.63,2015,Q1
LV,100.06,2015,Q2
LV,100.4,2015,Q3
LV,102.91,2015,Q4
LV,103.49,2016,Q1
LV,109.52,2016,Q2
LV,110.04,2016,Q3
LV,110.9,2016,Q4
LV,113.11,2017,Q1
LV,119.53,2017,Q2
LV,119.72,2017,Q3
LV,119.69,2017,Q4
LV,126.02,2018,Q1
LV,129.91,2018,Q2
LV,128.34,2018,Q3
LV,132.93,2018,Q4
LV,134.04,2019,Q1
LV,140.19,2019,Q2
LV,144.58,2019,Q3
LV,144.69,2019,Q4
LV,145.77,2020,Q1
LV,142.3,2020,Q2
LV,147.08,2020,Q3
LV,147.92,2020,Q4
LV,149.97,2021,Q1
LV,159.51,2021,Q2
LV,165.31,2021,Q3
LV,171.79,2021,Q4
LV,176.06,2022,Q1
LV,185.56,2022,Q2
LV,187.79,2022,Q3
LV,187.44,2022,Q4
MT,56.65,2005,Q1
MT,56.48,2005,Q2
MT,61.17,2005,Q3
MT,59.43,2005,Q4
MT,62.34,2006,Q1
MT,69.34,2006,Q2
MT,71.59,2006,Q3
MT,76.88,2006,Q4
MT,80.89,2007,Q1
MT,84.76,2007,Q2
MT,86.24,2007,Q3
MT,87.1,2007,Q4
MT,94.4,2008,Q1
MT,90.54,2008,Q2
MT,96.44,2008,Q3
MT,95.19,2008,Q4
MT,91.74,2009,Q1
MT,89.78,2009,Q2
MT,90.87,2009,Q3
MT,87.9,2009,Q4
MT,91.5,2010,Q1
MT,91.16,2010,Q2
MT,94.04,2010,Q3
MT,87.45,2010,Q4
MT,88.65,2011,Q1
MT,90.79,2011,Q2
MT,91.03,2011,Q3
MT,88.73,2011,Q4
MT,90.5,2012,Q1
MT,89.49,2012,Q2
MT,96.03,2012,Q3
MT,94.13,2012,Q4
MT,91.37,2013,Q1
MT,90.1,2013,Q2
MT,94.33,2013,Q3
MT,92.83,2013,Q4
MT,92.82,2014,Q1
MT,92.73,2014,Q2
MT,94.58,2014,Q3
MT,97.92,2014,Q4
MT,95.3,2015,Q1
MT,96.07,2015,Q2
MT,102.72,2015,Q3
MT,105.92,2015,Q4
MT,100.29,2016,Q1
MT,102.78,2016,Q2
MT,107.62,2016,Q3
MT,111.12,2016,Q4
MT,105.61,2017,Q1
MT,108.88,2017,Q2
MT,113.02,2017,Q3
MT,116.59,2017,Q4
MT,111.25,2018,Q1
MT,115.49,2018,Q2
MT,119.27,2018,Q3
MT,123.77,2018,Q4
MT,118.53,2019,Q1
MT,122.76,2019,Q2
MT,126.44,2019,Q3
MT,130.86,2019,Q4
MT,125.06,2020,Q1
MT,127.57,2020,Q2
MT,129.81,2020,Q3
MT,133.01,2020,Q4
MT,130.82,2021,Q1
MT,134.42,2021,Q2
MT,137.52,2021,Q3
MT,138.99,2021,Q4
MT,139.69,2022,Q1
MT,144.63,2022,Q2
MT,146.23,2022,Q3
MT,147.24,2022,Q4
NL,104.46,2005,Q1
NL,105.66,2005,Q2
NL,107.07,2005,Q3
NL,107.59,2005,Q4
NL,108.78,2006,Q1
NL,110.22,2006,Q2
NL,111.48,2006,Q3
NL,112.45,2006,Q4
NL,113.95,2007,Q1
NL,114.95,2007,Q2
NL,117.19,2007,Q3
NL,118.29,2007,Q4
NL,118.36,2008,Q1
NL,118.54,2008,Q2
NL,120.06,2008,Q3
NL,117.6,2008,Q4
NL,116.38,2009,Q1
NL,113.03,2009,Q2
NL,112.04,2009,Q3
NL,111.95,2009,Q4
NL,111.61,2010,Q1
NL,111.48,2010,Q2
NL,111.58,2010,Q3
NL,110.93,2010,Q4
NL,111.07,2011,Q1
NL,109.55,2011,Q2
NL,109.03,2011,Q3
NL,107.11,2011,Q4
NL,105.07,2012,Q1
NL,103.33,2012,Q2
NL,99.31,2012,Q3
NL,99.73,2012,Q4
NL,97.02,2013,Q1
NL,95.02,2013,Q2
NL,95.63,2013,Q3
NL,95.32,2013,Q4
NL,95.8,2014,Q1
NL,96.23,2014,Q2
NL,96.85,2014,Q3
NL,97.25,2014,Q4
NL,98.27,2015,Q1
NL,99.14,2015,Q2
NL,101.14,2015,Q3
NL,101.45,2015,Q4
NL,102.81,2016,Q1
NL,103.58,2016,Q2
NL,106.16,2016,Q3
NL,107.52,2016,Q4
NL,109.67,2017,Q1
NL,111.39,2017,Q2
NL,114.02,2017,Q3
NL,116.65,2017,Q4
NL,119.9,2018,Q1
NL,121.66,2018,Q2
NL,125.59,2018,Q3
NL,127.29,2018,Q4
NL,129.66,2019,Q1
NL,131.79,2019,Q2
NL,133.44,2019,Q3
NL,135.58,2019,Q4
NL,137.84,2020,Q1
NL,141.11,2020,Q2
NL,144.59,2020,Q3
NL,147.44,2020,Q4
NL,153.34,2021,Q1
NL,159.47,2021,Q2
NL,168.82,2021,Q3
NL,175.2,2021,Q4
NL,182.98,2022,Q1
NL,188.33,2022,Q2
NL,189.33,2022,Q3
NL,184.42,2022,Q4
PL,104.6,2010,Q1
PL,105.87,2010,Q2
PL,106.02,2010,Q3
PL,105.95,2010,Q4
PL,105.88,2011,Q1
PL,106.57,2011,Q2
PL,105.41,2011,Q3
PL,104.92,2011,Q4
PL,103.5,2012,Q1
PL,102.82,2012,Q2
PL,101.41,2012,Q3
PL,100.29,2012,Q4
PL,97.7,2013,Q1
PL,97.52,2013,Q2
PL,97.43,2013,Q3
PL,97.49,2013,Q4
PL,97.15,2014,Q1
PL,99.3,2014,Q2
PL,98.66,2014,Q3
PL,98.89,2014,Q4
PL,99.06,2015,Q1
PL,100.43,2015,Q2
PL,100.63,2015,Q3
PL,99.88,2015,Q4
PL,100,2016,Q1
PL,100.84,2016,Q2
PL,102.73,2016,Q3
PL,103.86,2016,Q4
PL,103.33,2017,Q1
PL,105.44,2017,Q2
PL,106.5,2017,Q3
PL,107.86,2017,Q4
PL,109.48,2018,Q1
PL,111.95,2018,Q2
PL,113.43,2018,Q3
PL,116.11,2018,Q4
PL,118.34,2019,Q1
PL,121.1,2019,Q2
PL,123.59,2019,Q3
PL,127.06,2019,Q4
PL,131.66,2020,Q1
PL,134.31,2020,Q2
PL,137.06,2020,Q3
PL,138.42,2020,Q4
PL,141.16,2021,Q1
PL,145.5,2021,Q2
PL,149.28,2021,Q3
PL,155.15,2021,Q4
PL,160.3,2022,Q1
PL,163.5,2022,Q2
PL,167.38,2022,Q3
PL,169.64,2022,Q4
PT,109.23,2008,Q1
PT,109.59,2008,Q2
PT,106.56,2008,Q3
PT,104.74,2008,Q4
PT,105.67,2009,Q1
PT,106.65,2009,Q2
PT,106.7,2009,Q3
PT,107.13,2009,Q4
PT,107.74,2010,Q1
PT,108.16,2010,Q2
PT,107.32,2010,Q3
PT,106.21,2010,Q4
PT,105.45,2011,Q1
PT,103.18,2011,Q2
PT,101.49,2011,Q3
PT,98.25,2011,Q4
PT,96.84,2012,Q1
PT,94.64,2012,Q2
PT,93.7,2012,Q3
PT,94.31,2012,Q4
PT,92.45,2013,Q1
PT,92.25,2013,Q2
PT,92.75,2013,Q3
PT,94.89,2013,Q4
PT,96.16,2014,Q1
PT,97.7,2014,Q2
PT,97.31,2014,Q3
PT,96.98,2014,Q4
PT,96.94,2015,Q1
PT,100.57,2015,Q2
PT,100.65,2015,Q3
PT,101.84,2015,Q4
PT,103.67,2016,Q1
PT,106.91,2016,Q2
PT,108.31,2016,Q3
PT,109.57,2016,Q4
PT,111.89,2017,Q1
PT,115.51,2017,Q2
PT,119.6,2017,Q3
PT,121.06,2017,Q4
PT,125.58,2018,Q1
PT,128.49,2018,Q2
PT,129.72,2018,Q3
PT,132.34,2018,Q4
PT,137.14,2019,Q1
PT,140.65,2019,Q2
PT,143.67,2019,Q3
PT,146.07,2019,Q4
PT,151.67,2020,Q1
PT,154.34,2020,Q2
PT,153.61,2020,Q3
PT,157.69,2020,Q4
PT,161.7,2021,Q1
PT,166.4,2021,Q2
PT,171.3,2021,Q3
PT,175.96,2021,Q4
PT,182.64,2022,Q1
PT,188.31,2022,Q2
PT,193.82,2022,Q3
PT,195.91,2022,Q4
RO,132.7,2009,Q1
RO,126.97,2009,Q2
RO,126.51,2009,Q3
RO,130.93,2009,Q4
RO,123.93,2010,Q1
RO,121.99,2010,Q2
RO,117.48,2010,Q3
RO,114.77,2010,Q4
RO,110.14,2011,Q1
RO,108.11,2011,Q2
RO,102.31,2011,Q3
RO,98.75,2011,Q4
RO,101.74,2012,Q1
RO,101.15,2012,Q2
RO,97.44,2012,Q3
RO,97.71,2012,Q4
RO,100.99,2013,Q1
RO,100.42,2013,Q2
RO,98.04,2013,Q3
RO,97.59,2013,Q4
RO,98.37,2014,Q1
RO,96.88,2014,Q2
RO,96.01,2014,Q3
RO,97.62,2014,Q4
RO,101.01,2015,Q1
RO,99.76,2015,Q2
RO,98.87,2015,Q3
RO,100.36,2015,Q4
RO,103.65,2016,Q1
RO,106.59,2016,Q2
RO,105.86,2016,Q3
RO,107.7,2016,Q4
RO,108.96,2017,Q1
RO,114.27,2017,Q2
RO,112.44,2017,Q3
RO,113.75,2017,Q4
RO,116.1,2018,Q1
RO,119.66,2018,Q2
RO,118.88,2018,Q3
RO,119.83,2018,Q4
RO,119.91,2019,Q1
RO,121.79,2019,Q2
RO,123.57,2019,Q3
RO,125.49,2019,Q4
RO,129.62,2020,Q1
RO,129.77,2020,Q2
RO,126.38,2020,Q3
RO,127.97,2020,Q4
RO,131.45,2021,Q1
RO,133.61,2021,Q2
RO,133.78,2021,Q3
RO,137.51,2021,Q4
RO,139.82,2022,Q1
RO,144.94,2022,Q2
RO,143.2,2022,Q3
RO,146.83,2022,Q4
SE,49.47,2005,Q1
SE,51.12,2005,Q2
SE,53.09,2005,Q3
SE,54.48,2005,Q4
SE,56.39,2006,Q1
SE,58,2006,Q2
SE,59.54,2006,Q3
SE,59.9,2006,Q4
SE,62.19,2007,Q1
SE,65.98,2007,Q2
SE,68.36,2007,Q3
SE,66.41,2007,Q4
SE,66.61,2008,Q1
SE,67.9,2008,Q2
SE,67.42,2008,Q3
SE,63.96,2008,Q4
SE,65.72,2009,Q1
SE,67.65,2009,Q2
SE,69.51,2009,Q3
SE,71.38,2009,Q4
SE,72.44,2010,Q1
SE,73.33,2010,Q2
SE,74.44,2010,Q3
SE,75.65,2010,Q4
SE,76.32,2011,Q1
SE,76.34,2011,Q2
SE,76.16,2011,Q3
SE,74.67,2011,Q4
SE,75.55,2012,Q1
SE,76.66,2012,Q2
SE,77.56,2012,Q3
SE,77.53,2012,Q4
SE,78.69,2013,Q1
SE,80.13,2013,Q2
SE,81.54,2013,Q3
SE,82.78,2013,Q4
SE,85.18,2014,Q1
SE,87.07,2014,Q2
SE,89.97,2014,Q3
SE,91.39,2014,Q4
SE,95.21,2015,Q1
SE,98.37,2015,Q2
SE,102.12,2015,Q3
SE,104.3,2015,Q4
SE,105.66,2016,Q1
SE,106.9,2016,Q2
SE,109.35,2016,Q3
SE,111.06,2016,Q4
SE,114.02,2017,Q1
SE,115.97,2017,Q2
SE,117.59,2017,Q3
SE,114.13,2017,Q4
SE,113.24,2018,Q1
SE,114.04,2018,Q2
SE,115.16,2018,Q3
SE,114.96,2018,Q4
SE,114.97,2019,Q1
SE,116.51,2019,Q2
SE,118.54,2019,Q3
SE,118.73,2019,Q4
SE,120.2,2020,Q1
SE,120.3,2020,Q2
SE,122.95,2020,Q3
SE,124.99,2020,Q4
SE,128.9,2021,Q1
SE,133.44,2021,Q2
SE,136.89,2021,Q3
SE,138.62,2021,Q4
SE,142.19,2022,Q1
SE,142.86,2022,Q2
SE,138.46,2022,Q3
SE,133.49,2022,Q4
SI,115.66,2007,Q1
SI,118.12,2007,Q2
SI,122.08,2007,Q3
SI,127.52,2007,Q4
SI,129.32,2008,Q1
SI,129.08,2008,Q2
SI,131.52,2008,Q3
SI,127.31,2008,Q4
SI,119.37,2009,Q1
SI,116.93,2009,Q2
SI,114.95,2009,Q3
SI,116.97,2009,Q4
SI,117.41,2010,Q1
SI,118.08,2010,Q2
SI,116.53,2010,Q3
SI,116.8,2010,Q4
SI,122.24,2011,Q1
SI,121.89,2011,Q2
SI,119.01,2011,Q3
SI,118.4,2011,Q4
SI,113.6,2012,Q1
SI,114.91,2012,Q2
SI,111.9,2012,Q3
SI,107.95,2012,Q4
SI,108.72,2013,Q1
SI,109.6,2013,Q2
SI,103.3,2013,Q3
SI,103.22,2013,Q4
SI,101.51,2014,Q1
SI,98.84,2014,Q2
SI,97.77,2014,Q3
SI,98.69,2014,Q4
SI,100.11,2015,Q1
SI,102.38,2015,Q2
SI,98.77,2015,Q3
SI,98.74,2015,Q4
SI,100.94,2016,Q1
SI,102.84,2016,Q2
SI,103.69,2016,Q3
SI,105.54,2016,Q4
SI,107.68,2017,Q1
SI,111.33,2017,Q2
SI,112.17,2017,Q3
SI,115.96,2017,Q4
SI,118.04,2018,Q1
SI,119.93,2018,Q2
SI,122.67,2018,Q3
SI,125.55,2018,Q4
SI,126.98,2019,Q1
SI,128.83,2019,Q2
SI,131.33,2019,Q3
SI,131.62,2019,Q4
SI,132.99,2020,Q1
SI,135.56,2020,Q2
SI,135.65,2020,Q3
SI,138.43,2020,Q4
SI,142.65,2021,Q1
SI,149.21,2021,Q2
SI,153.15,2021,Q3
SI,160.26,2021,Q4
SI,166.78,2022,Q1
SI,172.56,2022,Q2
SI,176.67,2022,Q3
SI,178.41,2022,Q4
SK,71.76,2006,Q1
SK,74.64,2006,Q2
SK,76.58,2006,Q3
SK,80.96,2006,Q4
SK,87.45,2007,Q1
SK,93.62,2007,Q2
SK,101.56,2007,Q3
SK,109.38,2007,Q4
SK,116.6,2008,Q1
SK,120.39,2008,Q2
SK,114.77,2008,Q3
SK,110.44,2008,Q4
SK,103.39,2009,Q1
SK,98.59,2009,Q2
SK,103.19,2009,Q3
SK,98.09,2009,Q4
SK,97.55,2010,Q1
SK,96.96,2010,Q2
SK,96.26,2010,Q3
SK,96.36,2010,Q4
SK,96.51,2011,Q1
SK,95.08,2011,Q2
SK,95.57,2011,Q3
SK,94.15,2011,Q4
SK,93.54,2012,Q1
SK,92.7,2012,Q2
SK,93.32,2012,Q3
SK,91.45,2012,Q4
SK,93.54,2013,Q1
SK,93.78,2013,Q2
SK,93.56,2013,Q3
SK,93.46,2013,Q4
SK,93.35,2014,Q1
SK,94.88,2014,Q2
SK,94.72,2014,Q3
SK,96.67,2014,Q4
SK,98.27,2015,Q1
SK,100.16,2015,Q2
SK,100.22,2015,Q3
SK,101.34,2015,Q4
SK,103.18,2016,Q1
SK,106.1,2016,Q2
SK,107.77,2016,Q3
SK,109.75,2016,Q4
SK,107.08,2017,Q1
SK,113.09,2017,Q2
SK,115.62,2017,Q3
SK,116.16,2017,Q4
SK,119.57,2018,Q1
SK,120.99,2018,Q2
SK,120.65,2018,Q3
SK,124.06,2018,Q4
SK,126.41,2019,Q1
SK,131.08,2019,Q2
SK,134.52,2019,Q3
SK,137.56,2019,Q4
SK,143.02,2020,Q1
SK,143.75,2020,Q2
SK,145.93,2020,Q3
SK,147.53,2020,Q4
SK,145.81,2021,Q1
SK,150.57,2021,Q2
SK,157.66,2021,Q3
SK,163.28,2021,Q4
SK,166.46,2022,Q1
SK,175.62,2022,Q2
SK,180.61,2022,Q3
SK,179.18,2022,Q4
